step number	 direction	total
1		+1		1
2		-1		0
3		-1		-1
4		+1		0
5		-1		-1
6		+1		0
7		+1		1
8		-1		0
9		+1		1
10		-1		0
11		-1		-1
12		-1		-2
13		-1		-3
14		-1		-4
15		-1		-5
16		-1		-6
17		-1		-7
18		-1		-8
19		-1		-9
20		+1		-8
21		+1		-7
22		-1		-8
23		-1		-9
24		+1		-8
25		-1		-9
26		-1		-10
27		-1		-11
28		+1		-10
29		+1		-9
30		+1		-8
31		-1		-9
32		-1		-10
33		-1		-11
34		+1		-10
35		-1		-11
36		-1		-12
37		-1		-13
38		+1		-12
39		-1		-13
40		-1		-14
41		+1		-13
42		+1		-12
43		+1		-11
44		+1		-10
45		+1		-9
46		-1		-10
47		-1		-11
48		-1		-12
49		+1		-11
50		+1		-10
51		-1		-11
52		-1		-12
53		+1		-11
54		-1		-12
55		+1		-11
56		-1		-12
57		+1		-11
58		-1		-12
59		+1		-11
60		+1		-10
61		+1		-9
62		-1		-10
63		+1		-9
64		-1		-10
65		-1		-11
66		-1		-12
67		-1		-13
68		+1		-12
69		+1		-11
70		-1		-12
71		-1		-13
72		+1		-12
73		+1		-11
74		-1		-12
75		+1		-11
76		+1		-10
77		-1		-11
78		-1		-12
79		-1		-13
80		+1		-12
81		+1		-11
82		+1		-10
83		-1		-11
84		-1		-12
85		-1		-13
86		+1		-12
87		-1		-13
88		-1		-14
89		+1		-13
90		+1		-12
91		+1		-11
92		+1		-10
93		+1		-9
94		+1		-8
95		+1		-7
96		-1		-8
97		+1		-7
98		-1		-8
99		-1		-9
100		-1		-10
